fold_id,scheme,strategy,basis,sharpe,sortino,max_drawdown,ann_return,ann_vol,defaulted,n_test_months,status
kfold_01,kfold,Equal risk,full_spread_post_cost,0.8158884993155202,1.5018820755521876,-0.2381143362915944,0.3393251058065416,0.5013974271362552,False,11,ok
kfold_01,kfold,VIX hedge sleeve,full_spread_post_cost,-1.5569388223302405,-1.4770520445242281,-0.6287622736842104,-0.6607424135187252,0.5475071181303546,False,11,ok
kfold_02,kfold,Equity-option Greek Markowitz,gross,3.3728516640728117,22.69617729602256,-0.12265296536830528,5.939292285869258,0.6737019180815867,False,11,ok
kfold_02,kfold,Greek Markowitz + VIX,gross,2.418799402702945,12.73368102649894,-0.13173663241615763,2.3128242425944237,0.5740113914149731,False,11,ok
kfold_02,kfold,Beta/delta-neutral + VIX,gross,2.066899736139669,7.818549559079892,-0.12748654373602697,1.2825237252236623,0.45312598473922905,False,11,ok
kfold_02,kfold,Equal premium,gross,-0.9093485768709414,-1.1165002555611658,-0.7592749574267711,-0.7213810325749284,0.8981917292915496,False,11,ok
kfold_02,kfold,Equal risk,gross,0.11866267600133994,0.17905557836485295,-0.5050944801633416,-0.14438319640624553,0.7138303052096092,False,11,ok
kfold_02,kfold,VIX hedge sleeve,gross,-2.2721302386084847,-1.9633303742374917,-1.0,-1.0,1.5874646380901951,True,11,ok
kfold_02,kfold,Equity-option Greek Markowitz,full_spread_post_cost,2.0365734511889584,10.866533576228187,-0.024705847024799166,0.3741250385574537,0.16373740239797102,False,11,ok
kfold_02,kfold,Greek Markowitz + VIX,full_spread_post_cost,1.8863799067800522,5.493830625590827,-0.05659450310388614,0.4130395065519259,0.19476827124705862,False,11,ok
kfold_02,kfold,Beta/delta-neutral + VIX,full_spread_post_cost,1.4361462302564845,3.952109699462248,-0.11154439451311426,0.3808146840930595,0.245900547263985,False,11,ok
kfold_02,kfold,Equal premium,full_spread_post_cost,0.06816622657703898,0.11558817618573794,-0.2511913453740985,-0.029324393373007185,0.34715237285351536,False,11,ok
kfold_02,kfold,Equal risk,full_spread_post_cost,0.6774433958156172,1.5808897260980805,-0.2199854571392822,0.23735536775814103,0.43603779242333557,False,11,ok
kfold_02,kfold,VIX hedge sleeve,full_spread_post_cost,0.0,,0.0,0.0,0.0,False,11,ok
kfold_03,kfold,Equity-option Greek Markowitz,gross,-0.6696706313599972,-0.7463293450176306,-0.9934607870967966,-0.9940490767894948,1.2124719788317082,False,11,ok
kfold_03,kfold,Greek Markowitz + VIX,gross,0.05685480418125761,0.08068516104736198,-0.41258570809112993,-0.13083351719609326,0.599169616143867,False,11,ok
kfold_03,kfold,Beta/delta-neutral + VIX,gross,-1.1032308897796688,-1.170127621480844,-0.41833033770792905,-0.4729268978405563,0.46294726260660535,False,11,ok
kfold_03,kfold,Equal premium,gross,0.3516531098870905,0.846761405129284,-0.8158678465028072,-0.680033279328716,2.4796306778007824,False,11,ok
kfold_03,kfold,Equal risk,gross,0.6168485914284602,1.6827733931877868,-0.5448833829688439,0.10225199325711287,1.8051362409925684,False,11,ok
kfold_03,kfold,VIX hedge sleeve,gross,0.03545511522538609,0.0941502945181199,-1.0,-1.0,6.201861514953342,True,11,ok
kfold_03,kfold,Equity-option Greek Markowitz,full_spread_post_cost,-0.7264887552674609,-0.9073740900772426,-0.39994783024850156,-0.2952320980040031,0.38110352790789925,False,11,ok
kfold_03,kfold,Greek Markowitz + VIX,full_spread_post_cost,-2.361292774564025,-2.1332783404860063,-0.6251349531277446,-0.645302100108665,0.389719447675003,False,11,ok
kfold_03,kfold,Beta/delta-neutral + VIX,full_spread_post_cost,-2.7224947229003407,-2.2605795326907834,-0.6993253541310831,-0.7217258397608717,0.41357826266768233,False,11,ok
kfold_03,kfold,Equal premium,full_spread_post_cost,-0.05616241277010174,-0.09601926694989735,-0.30896186190543984,-0.1572134466385744,0.56940299259803,False,11,ok
kfold_03,kfold,Equal risk,full_spread_post_cost,0.12435740034244552,0.22014700335666074,-0.25874448611554346,-0.07611831682355286,0.5997409848619527,False,11,ok
kfold_03,kfold,VIX hedge sleeve,full_spread_post_cost,0.3609591896713812,0.9159676990500358,-0.8625369667777778,-0.6300095788129577,2.298179963902299,False,11,ok
kfold_04,kfold,Equity-option Greek Markowitz,gross,0.9037192790489025,2.045994325199905,-0.17484252743254391,0.45368346118803893,0.5701891049483092,False,11,ok
kfold_04,kfold,Greek Markowitz + VIX,gross,-0.17094946371377745,-0.32410299366240186,-0.16530757800988205,-0.09969371005933103,0.33412149561613236,False,11,ok
